node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until
10170010,FUNDACION AYANDA,FUNDACION AYANDA,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,705699,09-DEC-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170017,TAX & LEGAL INTERNATIONAL PROCESSING S.A.,TAX & LEGAL INTERNATIONAL PROCESSING S.A.,,PMA,Panama,,TRIBUTAR CALLE 82 NO.11-37 OFICINAS 206-208-515-516 BOGOTA COLOMBIA,75108,30-JUN-2014,,,,Active,Mossack Fonseca,40,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170023,PINGAR INC.,PINGAR INC.,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,75129,09-MAY-2014,,,,Active,Mossack Fonseca,70,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170031,Canal Investments Company S.A.,Canal Investments Company S.A.,,PMA,Panama,,CAÃ‘ON & CAÃ‘ON ASESORES TRIBUTARIOS CALLE 99 NO 7 A - 77  OFICINA 405 BOGOTA COLOMBIA,78964,04-AUG-2015,,,,Active,Mossack Fonseca,1,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170049,MILENNIO HOLDING PROPERTY S.A.,MILENNIO HOLDING PROPERTY S.A.,,PMA,Panama,,RODRIGO URIBE LARGACHA CARRERA 51 N 79-34 OFC 501  EDIFICIO EXECUTIVE TRADE CENTER BARRANQUILLA - COLOMBIA,73896,20-DEC-2013,,,,Active,Mossack Fonseca,18,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170089,HORGEN INTERNATIONAL SA.,HORGEN INTERNATIONAL SA.,,PMA,Panama,,EDUARDO ENRIQUE RODRIGUEZ MUÃ‘OZ CRA 2A NO 70 - 09 (501) BOGOTA - COLOMBIA,75441,11-JUN-2014,,,,Active,Mossack Fonseca,5,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170103,DREVERTON FOUNDATION,DREVERTON FOUNDATION,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,705530,03-JUN-2015,,,,Active,Mossack Fonseca,02,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170122,Bartown Foundation,Bartown Foundation,,PMA,Panama,,BBO BANK CALLE 87 # 10-93 OF. 702 BOGOTA COLOMBIA,705574,25-AUG-2015,,,,Active,Mossack Fonseca,99,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170123,Inmolca Foundation,Inmolca Foundation,,PMA,Panama,,BBO BANK CALLE 87 # 10-93 OF. 702 BOGOTA COLOMBIA,705588,01-SEP-2015,,,,Active,Mossack Fonseca,29,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170129,GLOBAL FAMILY INTERNATIONAL FOUNDATION,GLOBAL FAMILY INTERNATIONAL FOUNDATION,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,705546,08-JUL-2015,,,,Active,Mossack Fonseca,47,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170130,EQROS FOUNDATION,EQROS FOUNDATION,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,705556,22-OCT-2015,,,,Active,Mossack Fonseca,83,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170151,FUNDACION LUMY,FUNDACION LUMY,,PMA,Panama,,LUZ MIRIAM ORTIZ SOTO  CALLE 26 SUR NO. 43 A 41 INTERIOR 141 MEDELLIN  COLOMBIA,705623,05-OCT-2015,,,,Active,Mossack Fonseca,64,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170172,SAMSAN INVESTORS CORPORATION, S.A.,SAMSAN INVESTORS CORPORATION, S.A.,,PMA,Panama,,ULTRALAT SECURITIES INC. CARRERA  7 NO. 73-55  PISO 8 BOGOTÃ, COLOMBIA,72171,10-FEB-2012,30-DEC-2014,15-JUL-2016,,Dissolved,Mossack Fonseca,70,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170201,DEWRUN COMPANY INCORPORATED,DEWRUN COMPANY INCORPORATED,,PMA,Panama,,DR. ANDRES MEDINA CARRERA 9 NO. 74-08 OF. 201 BOGOTA COLOMBIA,75169,12-MAY-2014,,,,Active,Mossack Fonseca,42,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170218,GADIEL INTERNATIONAL INC.,GADIEL INTERNATIONAL INC.,,PMA,Panama,,GLORIA PATRICIA JARAMILLO ARISTIZÃBAL  CARRERA 30 # 17 SUR-26, INTERIOR 602.  MEDELLÃN - COLOMBIA,77407,08-APR-2005,,,,Active,Mossack Fonseca,8,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170226,SIGEOPET S.A.,SIGEOPET S.A.,,PMA,Panama,,CRA. 14 NÂº 90 - 31 OF. 302 CHICO  BOGOTA, COLOMBIA BOGOTA COLOMBIA,74260,04-FEB-2014,,,,Active,Mossack Fonseca,24,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170243,RIFKIN ENTERPRISES CORP.,RIFKIN ENTERPRISES CORP.,,PMA,Panama,,LEONARDO CORREA RODRIGUEZ CALLE 124 #7-35 OFICINA 601 BOGOTÃ, COLOMBIA,79113,17-AUG-2015,,,,Active,Mossack Fonseca,20,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170248,PENDERRY SERVICES S.A.,PENDERRY SERVICES S.A.,,PMA,Panama,,LINA GOMEZ VAZQUEZ CARRERA 43A NO. 9 SUR -91 OFICINAS 905 Y 906 TORRE SUR CENTRO DE NEGOCIOS LAS VILLAS MEDELLIN COLOMBIA,76339,16-SEP-2014,,,,Active,Mossack Fonseca,22,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170251,GILSOTT GLOBAL S.A.,GILSOTT GLOBAL S.A.,,PMA,Panama,,LUZ MIRIAM ORTIZ SOTO  CALLE 26 SUR NO. 43 A 41 INTERIOR 141 MEDELLIN  COLOMBIA,79184,10-SEP-2015,,,,Active,Mossack Fonseca,92,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170304,ENERCORP S.A.,ENERCORP S.A.,,PMA,Panama,,CONSULTORIA Y GESTION INTEGRAL CALLE 11B N 31A-18 POBLADO-LALINDE MEDELLIN COLOMBIA,76519,08-OCT-2014,,,,Active,Mossack Fonseca,46,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170371,DALTONVALE INC.,DALTONVALE INC.,,PMA,Panama,,GÃ“MEZ - PINZÃ“N ZULETA CALLE 67 NO. 7-35 OF. 1204 BOGOTA COLOMBIA,78202,23-APR-2015,,,,Active,Mossack Fonseca,56,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170375,FUNDACIÃ“N ARCALAR,FUNDACIÃ“N ARCALAR,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,704722,20-FEB-2013,01-DEC-2015,15-JUL-2017,,Dissolved,Mossack Fonseca,70,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170376,Proyectos e Inversiones San Carlos Corp.,Proyectos e Inversiones San Carlos Corp.,,PMA,Panama,,"BURITICA ABOGADOS CONSULTORES LTDA. CALLE 70, NO. 7 - 60, OFICINA 302 BOGOTA COLOMBIA",78952,18-SEP-2015,,,,Active,Mossack Fonseca,56,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170396,EDELSON COMPANY INC.,EDELSON COMPANY INC.,,PMA,Panama,,CATALINA TORRENTE CARRERA 7 NO. 73-47 PISO 6 BOGOTA COLOMBIA,73938,06-JAN-2014,,,,Active,Mossack Fonseca,29,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170397,CASA MASTA, S.A.,CASA MASTA, S.A.,,PMA,Panama,,GÃ“MEZ - PINZÃ“N ZULETA CALLE 67 NO. 7-35 OF. 1204 BOGOTA COLOMBIA,77966,28-SEP-2009,,,,Active,Mossack Fonseca,51,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170421,BANSAT LATAM S.A.,BANSAT LATAM S.A.,,PMA,Panama,,GÃ“MEZ - PINZÃ“N ZULETA CALLE 67 NO. 7-35 OF. 1204 BOGOTA COLOMBIA,72002,20-JUN-2013,17-JUL-2015,15-JUL-2015,,Defaulted,Mossack Fonseca,62,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170434,KINGSTAR BUSINESS INC.,KINGSTAR BUSINESS INC.,,PMA,Panama,,BENJAMIN CUBIDES CALLE 97A,  NO 9A - 50 BOGOTA COLOMBIA,72019,27-MAY-2013,17-JUL-2015,15-JUL-2015,,Defaulted,Mossack Fonseca,70,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170437,NUEVA EPOCA FOUNDATION,NUEVA EPOCA FOUNDATION,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,705664,27-NOV-2015,,,,Active,Mossack Fonseca,76,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170462,J.B.T. CONSULTING GROUP INC,J.B.T. CONSULTING GROUP INC,,PMA,Panama,,GONZALEZ DE GUEVARA ABOGADOS BEATRIZ VILLEGAS DE BEDOUT  CARRERA 43A NO. 16A SUR â€“ 38  EDIFICIO DHL / OFICINA 1205  MEDELLIN - COLOMBIA,73822,31-MAR-2003,17-JUL-2015,15-JUL-2015,,Defaulted,Mossack Fonseca,94,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170478,PVL HERMANOS FOUNDATION,PVL HERMANOS FOUNDATION,,PMA,Panama,,ARMANDO JAVIER ZABARAIN GONZALEZ VÃA 1 F  24-06 BARRANQUILLA COLOMBIA,705628,26-OCT-2015,,,,Active,Mossack Fonseca,93,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170490,TANBURY FOUNDATION,TANBURY FOUNDATION,,PMA,Panama,,TRENACO CARRERA 11 NO. 82-01 PISO 10 BOGOTA COLOMBIA,704846,24-APR-2013,04-AUG-2014,15-JUL-2016,,Resigned as agent,Mossack Fonseca,31,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170496,ARIS FOUNDATION,ARIS FOUNDATION,,PMA,Panama,,CARLOS ALBERTO CORREA MOLINA CALLE 3 SUR NO. 43 A 52 OFIC 1004  MEDELLIN - COLOMBIA,705569,30-JUL-2015,,,,Active,Mossack Fonseca,39,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170519,RETNA FOUNDATION,RETNA FOUNDATION,,PMA,Panama,,"BARRIOS  VELEZ & ASOCIADOS CALLE 79 A, NO. 8 - 63, PISO 6 BOGOTÃ, COLOMBIA",705593,17-AUG-2015,,,,Active,Mossack Fonseca,05,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170523,Adelita Internacional S.A.,Adelita Internacional S.A.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",78063,11-JUN-2015,,,,Active,Mossack Fonseca,70,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170534,SERVICIO DE LOGÃSTICA INTERNACIONAL S.A.,SERVICIO DE LOGÃSTICA INTERNACIONAL S.A.,,PMA,Panama,,SERVIENTREGA GRAN SEDE CALLE 77 NO. 10  - 75 BOGOTA, COLOMBIA,78294,23-MAR-2007,,,,Active,Mossack Fonseca,23,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170546,FUNDACION AGATE,FUNDACION AGATE,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,705696,14-DEC-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170557,POWERGEN SOLUTIONS S.A.,POWERGEN SOLUTIONS S.A.,,PMA,Panama,,"CASA 80, CHORRO DE PLATA, PANCE CALI, COLOMBIA",79409,02-DEC-2015,,,,Active,Mossack Fonseca,93,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170558,LOS ANGELES OCEAN ENTERPRISES FOUNDATION,LOS ANGELES OCEAN ENTERPRISES FOUNDATION,,PMA,Panama,,GONZALEZ DE GUEVARA ABOGADOS BEATRIZ VILLEGAS DE BEDOUT  CARRERA 43A NO. 16A SUR â€“ 38  EDIFICIO DHL / OFICINA 1205  MEDELLIN - COLOMBIA,704673,25-OCT-2012,24-DEC-2013,15-JAN-2016,,Changed agent,Mossack Fonseca,20,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170562,CULMORE ENTERPRISES S.A.,CULMORE ENTERPRISES S.A.,,PMA,Panama,,ELECTO RIVERA CARRERA 43 NO. 79 - 212 BARRANQUILLA COLOMBIA,74099,07-JAN-2014,,,,Active,Mossack Fonseca,40,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170574,IMPEX GROUP HOLDING CORPORATION,IMPEX GROUP HOLDING CORPORATION,,PMA,Panama,,DAVID BEDOYA GOYES CARRERA 15 NO. 88 â€“ 64 OFICINA 512 BOGOTA COLOMBIA,79044,21-AUG-2015,,,,Active,Mossack Fonseca,80,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170650,SANCROFT DEVELOPMENT INC.,SANCROFT DEVELOPMENT INC.,,PMA,Panama,,EDUARDO ENRIQUE RODRIGUEZ MUÃ‘OZ CRA 2A NO 70 - 09 (501) BOGOTA - COLOMBIA,75741,11-JUL-2014,,,,Active,Mossack Fonseca,54,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170675,ANTOINE TRADING S.A.,ANTOINE TRADING S.A.,,PMA,Panama,,CATALINA TORRENTE CARRERA 7 NO. 73-47 PISO 6 BOGOTA COLOMBIA,75436,10-JUN-2014,,,,Active,Mossack Fonseca,2,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170683,TRANSPORTES CALDERÃ“N S.A.,TRANSPORTES CALDERÃ“N S.A.,,PMA,Panama,,LAURA MARCELA CALDERÃ“N CUEVAS CALLE 74 #10-47 DE 709 BOGOTA COLOMBIA,78198,24-NOV-2015,,,,Active,Mossack Fonseca,55,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170705,MAKAMI SERVICES S.A.,MAKAMI SERVICES S.A.,,PMA,Panama,,BBO BANK CALLE 87 # 10-93 OF. 702 BOGOTA COLOMBIA,75714,25-MAY-2010,,,,Active,Mossack Fonseca,2,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170716,Alianza Civil Internacional S.A.,Alianza Civil Internacional S.A.,,PMA,Panama,,CORREA MERINO & CO. ABOGADOS CALLE 10Âª NO. 34-11 MEDELLIN COLOMBIA,78134,11-MAY-2015,,,,Active,Mossack Fonseca,59,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170717,MALE OVERSEAS S.A.,MALE OVERSEAS S.A.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",78023,27-APR-2015,,,,Active,Mossack Fonseca,30,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170729,GELT INTERNATIONAL INC.,GELT INTERNATIONAL INC.,,PMA,Panama,,ACOSTA ARANGO CALLE 79 NO 7A - 30 BOGOTA COLOMBIA,73151,30-SEP-2013,,,,Active,Mossack Fonseca,9,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170741,ROMINA BUSINESS INC.,ROMINA BUSINESS INC.,,PMA,Panama,,"CRA 43A NO. 1 - 50, TORRE PROTECCION, OFICINA 852, MEDELLIN, COLOMBIA MEDELLIN COLOMBIA",78203,23-APR-2015,,,,Active,Mossack Fonseca,4,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170775,KALMAUL INC.,KALMAUL INC.,,PMA,Panama,,MORENO & ASSOCIATES TRADE FACILITORS CALLE 66 NO. 3-19 OF 402 BOGOTA COLOMBIA,72271,29-JUN-2013,,,,Active,Mossack Fonseca,10,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170763,RESTINA TRADING S.A.,RESTINA TRADING S.A.,,PMA,Panama,,LINA GOMEZ VAZQUEZ CARRERA 43A NO. 9 SUR -91 OFICINAS 905 Y 906 TORRE SUR CENTRO DE NEGOCIOS LAS VILLAS MEDELLIN COLOMBIA,72425,23-JUL-2013,28-OCT-2015,15-JAN-2018,,Changed agent,Mossack Fonseca,95,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170863,RAZHAN ASSETS S.A.,RAZHAN ASSETS S.A.,,BVI,British Virgin Islands,,ARCA IG COLOMBIA S.A.S. CALLE 97 A # 8 â€“ 10 OFC. 205 BOGOTA COLOMBIA,6038360,03-DEC-2013,04-MAY-2015,30-APR-2015,,Defaulted,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170848,FUNDACION RIO AZUL GLOBAL,FUNDACION RIO AZUL GLOBAL,,PMA,Panama,,DAVID BEDOYA GOYES CARRERA 15 NO. 88 â€“ 64 OFICINA 512 BOGOTA COLOMBIA,705679,04-DEC-2015,,,,Active,Mossack Fonseca,70,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170840,ARITA FOUNDATION,ARITA FOUNDATION,,PMA,Panama,,DAVID BEDOYA GOYES CARRERA 15 NO. 88 â€“ 64 OFICINA 512 BOGOTA COLOMBIA,705513,19-MAY-2015,,,,Active,Mossack Fonseca,48,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170880,ASHFORD RESOURCES INC.,ASHFORD RESOURCES INC.,,BVI,British Virgin Islands,,LINA GOMEZ VAZQUEZ CARRERA 43A NO. 9 SUR -91 OFICINAS 905 Y 906 TORRE SUR CENTRO DE NEGOCIOS LAS VILLAS MEDELLIN COLOMBIA,6031353,22-MAY-1995,,,,Active,Mossack Fonseca,150826,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170893,PINE VENTURES CORP.,PINE VENTURES CORP.,,PMA,Panama,,ACOSTA ARANGO CALLE 79 NO 7A - 30 BOGOTA COLOMBIA,73847,20-APR-2005,,,,Active,Mossack Fonseca,50,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170932,ZAGAL INVESTMENTS INTERNATIONAL CORP,ZAGAL INVESTMENTS INTERNATIONAL CORP,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,75225,26-MAY-2014,,,,Active,Mossack Fonseca,7,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170966,SOCIAL COMPLEX FOUNDATION,SOCIAL COMPLEX FOUNDATION,,PMA,Panama,,ANTONIO JOSE GOMEZ RINCON CARRERA 13 NO 93 - 85 OFICINA 204 BOGOTA, COLOMBIA,705589,14-OCT-2015,,,,Active,Mossack Fonseca,50,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10170981,STANFIELD HOLDINGS CO. INC.,STANFIELD HOLDINGS CO. INC.,,PMA,Panama,,BENJAMIN CUBIDES CALLE 97A,  NO 9A - 50 BOGOTA COLOMBIA,70886,18-FEB-2013,,,,Active,Mossack Fonseca,56,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171017,SGP WORLD TRADING CORP,SGP WORLD TRADING CORP,,PMA,Panama,,DAVID BEDOYA GOYES CARRERA 15 NO. 88 â€“ 64 OFICINA 512 BOGOTA COLOMBIA,79046,24-AUG-2015,,,,Active,Mossack Fonseca,52,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171041,TORTOSA INVESTMENT INC.,TORTOSA INVESTMENT INC.,,PMA,Panama,,JOSE MIGUEL CORREA CALLE 93A N. 14 - 17 OFICINA 704 EDIFICIO CENTRO 93 BOGOTÃ, COLOMBIA BOGOTA COLOMBIA,78674,16-JUL-2015,,,,Active,Mossack Fonseca,0,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171044,CLOVERGATE PROPERTIES CORP.,CLOVERGATE PROPERTIES CORP.,,PMA,Panama,,MAURICIO MARIN CALLE 67. NO 4A -15 BOGOTA COLOMBIA,79109,17-AUG-2015,,,,Active,Mossack Fonseca,52,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171047,Inversiones Zaragoza Associates S.A.,Inversiones Zaragoza Associates S.A.,,PMA,Panama,,SENTIDO LEGAL DIRECCIÃ“N CRA. 43 A NO. 16 A SUR-38 OFICINA 602 EDIFICIO DHL MEDELLIN COLOMBIA,75032,07-MAY-2014,,,,Active,Mossack Fonseca,61,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171061,MAVADA FOUNDATION,MAVADA FOUNDATION,,PMA,Panama,,ARMANDO JAVIER ZABARAIN GONZALEZ VÃA 1 F  24-06 BARRANQUILLA COLOMBIA,705626,26-OCT-2015,,,,Active,Mossack Fonseca,63,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171067,TRADEWIND GLOBAL INC.,TRADEWIND GLOBAL INC.,,PMA,Panama,,EDUARDO ENRIQUE RODRIGUEZ MUÃ‘OZ CRA 2A NO 70 - 09 (501) BOGOTA - COLOMBIA,76340,16-SEP-2014,,,,Active,Mossack Fonseca,22,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171071,HK FOODEX CORP,HK FOODEX CORP,,PMA,Panama,,DAVID BEDOYA GOYES CARRERA 15 NO. 88 â€“ 64 OFICINA 512 BOGOTA COLOMBIA,79040,24-AUG-2015,,,,Active,Mossack Fonseca,2,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171094,APRICOT, INC.,APRICOT, INC.,,PMA,Panama,,JORGE TOVAR TRANSV 58 NO. 104B 93  PUENTE LARGO BOGOTÃ D.C COLOMBIA.,78259,15-NOV-2011,,,,Active,Mossack Fonseca,9,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171108,FAIRLEE FINANCIAL GROUP INC,FAIRLEE FINANCIAL GROUP INC,,PMA,Panama,,SIMON BEETAR AV. CARRERA 9 NO. 115-06/30  OF. 801 BOGOTA,COLOMBIA,75820,06-JUL-2010,04-DEC-2015,15-JAN-2017,,In transition,Mossack Fonseca,59,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171131,RIVERSALTES CORPORATION,RIVERSALTES CORPORATION,,PMA,Panama,,EDUARDO ENRIQUE RODRIGUEZ MUÃ‘OZ CRA 2A NO 70 - 09 (501) BOGOTA - COLOMBIA,75877,19-MAY-2005,,15-JUL-2016,,In transition,Mossack Fonseca,68,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171148,Leland Capital Inc.,Leland Capital Inc.,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,79436,28-SEP-2015,,,,Active,Mossack Fonseca,10,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171156,XILUS CORPORATION,XILUS CORPORATION,,PMA,Panama,,ARMANDO JAVIER ZABARAIN GONZALEZ VÃA 1 F  24-06 BARRANQUILLA COLOMBIA,73344,24-OCT-2013,,,,Active,Mossack Fonseca,78,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171191,ORONTEA S.A.,ORONTEA S.A.,,PMA,Panama,,SENTIDO LEGAL DIRECCIÃ“N CRA. 43 A NO. 16 A SUR-38 OFICINA 602 EDIFICIO DHL MEDELLIN COLOMBIA,78511,18-JUN-2015,,,,Active,Mossack Fonseca,74,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171201,SAVILE INVESTMENTS INC.,SAVILE INVESTMENTS INC.,,BAH,Bahamas,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,802457,26-APR-1994,28-SEP-2001,31-DEC-2002,,Inactivated,Mossack Fonseca,22584B,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171203,GLOREZO CORPORATION,GLOREZO CORPORATION,,PMA,Panama,,"CARLOS ARCESIO PAZ BAUTISTA :  CALLE 22 NORTE # 6A- 24 OFICINA 1001 SANTA MÃ“NICA CENTRAL, CENTRO DE NEGOCIOS, CALI, COLOMBIA CALI COLOMBIA",75463,13-DEC-2007,,,,Active,Mossack Fonseca,12,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171205,BERNARD MANAGEMENT S.A.,BERNARD MANAGEMENT S.A.,,PMA,Panama,,RODRIGO URIBE LARGACHA CARRERA 51 N 79-34 OFC 501  EDIFICIO EXECUTIVE TRADE CENTER BARRANQUILLA - COLOMBIA,74097,13-JAN-2014,28-JAN-2015,15-JUL-2016,,Dissolved,Mossack Fonseca,4,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171226,ONTIC DEVELOPMENT S.A.,ONTIC DEVELOPMENT S.A.,,PMA,Panama,,"CRA 43A NO. 1 - 50, TORRE PROTECCION, OFICINA 852, MEDELLIN, COLOMBIA MEDELLIN COLOMBIA",78649,23-JUN-2015,,,,Active,Mossack Fonseca,15,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171241,LAKESIDE PORTFOLIO INC.,LAKESIDE PORTFOLIO INC.,,PMA,Panama,,DR. ANDRES MEDINA CARRERA 9 NO. 74-08 OF. 201 BOGOTA COLOMBIA,72092,06-JUN-2013,,,,Active,Mossack Fonseca,66,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171246,Bretano Corp.,Bretano Corp.,,PMA,Panama,,BRETANO CORP AVENIDA 19 #103-06 OFIC 501 BOGOTA COLOMBIA,73969,28-JAN-2014,,,,Active,Mossack Fonseca,76,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171271,LINTEL OVERSEAS INC.,LINTEL OVERSEAS INC.,,PMA,Panama,,JUAN CARLOS GLORIA DE VIVO CENTRO EMPRESARIAL LAS AMÃ‰RICAS CALLE 77 B NO. 57 â€“ 141  OF. 616, BARRANQUILLA COLOMBIA,72093,06-JUN-2013,,,,Active,Mossack Fonseca,24,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171278,MV ASSETS INCORPORATED,MV ASSETS INCORPORATED,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",78848,20-JUL-2015,,,,Active,Mossack Fonseca,54,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171279,CARPENTARIA CORPORATION,CARPENTARIA CORPORATION,,PMA,Panama,,JOSE MIGUEL CORREA CALLE 93A N. 14 - 17 OFICINA 704 EDIFICIO CENTRO 93 BOGOTÃ, COLOMBIA BOGOTA COLOMBIA,78553,30-JUN-2015,,,,Active,Mossack Fonseca,35,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10171288,EDWARDâ€™S BUSINESS INTERNATIONAL INC.,EDWARDâ€™S BUSINESS INTERNATIONAL INC.,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,76253,29-SEP-2014,,,,Active,Mossack Fonseca,6,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
